ResponseId,UserLanguage,Q1,Q2,Q2_Origin,Q3,Q4,Q5_1,Q5_2,Q5_3,Q6,Economic_Food,Culture_Recreation,Culture_MentalHealth_Wellbeing,Economic_Transport,Economic_RenewableEnergy,Economic_RawMaterial,Culture_Aesthetics,Culture_SenseofIdentity,Economic_OilandGas,Culture_HistoryandHeritage,Q6b,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9,Q9b,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q13,Q14,Q14,CountryIncomeLevel,Q15,Q15b,Q16,Q17,Q17b,Q18,Q18b
R_1N7VcVRH8efsqQg,FR,4,4,4,3,4,Changing temperature,Melting glaciers,,"5,7,8",0,0,0,0,0,1,0,0,0,0,,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,"5,8,10",,"1,5,6",3,3,3,3,3,3,NA,2,2,NA,5,2,4,4,4,4,5,4,NA,NA,3,14,France,High income,2,,3,1,,4,
R_2rU56wYuXxqDqms,FR,4,3,3,3,3,Flooding,Drought,Storms,"3,8,9",0,0,1,0,0,0,0,0,0,0,,4,3,4,4,4,4,4,2,6,6,3,4,3,4,3,4,4,5,5,4,"3,5,8",,"1,3,5",NA,NA,3,3,3,3,2,2,2,1,5,3,4,4,1,4,4,5,3,4,1,14,France,High income,2,,5,1,,5,
R_1kFBbflHmWTT1oF,FR,4,4,4,4,4,Disappearance of the glacial zones,Temperature rise,Species disappearance,"1,2,11",1,1,0,0,0,0,0,1,0,0,,4,4,5,5,4,4,4,2,2,5,4,5,4,5,2,5,1,4,NA,4,"1,5,10",,"1,6,8",3,3,3,3,3,2,2,2,2,1,5,1,4,4,2,4,4,4,NA,4,1,14,France,High income,2,,5,1,,5,
R_veShUEHfjQREM7L,FR,3,4,4,3,2,Global warming,Lack of water,Air pollution,"3,5,6",0,0,1,0,1,0,0,0,0,0,,2,2,3,3,3,4,3,3,4,4,3,2,3,5,5,5,2,5,5,4,"1,6,7",,"1,4,5",1,2,3,3,3,3,3,3,3,4,5,2,5,5,2,5,4,4,4,4,1,14,France,High income,2,,5,2,,5,
R_1NggkBI2Us7Lkgf,FR,4,5,5,4,4,Security of my children,Social instability,Extreme living conditions,"1,2,9",1,1,0,0,0,0,0,0,0,0,,3,2,4,3,5,5,5,2,4,5,4,3,3,5,2,4,1,5,5,4,"3,5,8",,"1,3,4",2,3,2,2,3,3,3,2,1,1,5,1,4,5,1,5,5,5,1,4,1,14,France,High income,2,,4,2,,5,
R_x9PgXalLeu5UVIl,FR,4,4,4,5,4,Drought,,,"1,2,4",1,1,0,1,0,0,0,0,0,0,,5,4,4,4,4,4,4,4,4,3,4,4,3,5,2,5,2,4,5,4,"2,5,9",,"1,2,4",3,3,3,3,3,3,3,3,4,1,4,2,5,5,2,4,5,5,4,4,2,14,France,High income,2,,4,2,,5,
R_2YXrb2V5CEvb0mC,FR,4,5,5,2,4,Warming,,,"2,9,11",0,1,0,0,0,0,0,1,0,0,,4,5,5,3,5,5,5,4,5,5,5,5,3,5,2,5,1,5,5,5,"1,5,8",,"5,6,7",3,NA,3,3,3,3,3,3,2,2,5,1,5,5,1,5,5,5,1,5,1,14,France,High income,3,,6,2,,5,
R_Qd2g7hri7npZabn,FR,4,4,4,4,4,Impacts on vegetation,sea level rise,Temperature increase,"2,3,9",0,1,1,0,0,0,0,0,0,0,,4,3,5,3,5,5,5,3,5,6,4,4,6,5,2,4,1,4,5,4,"5,6,10",,"3,4,5",3,3,3,3,2,3,3,3,3,NA,5,3,4,5,NA,5,5,4,3,4,2,14,France,High income,2,,6,2,,5,
R_2s5Wauu9jih48ju,FR,4,5,5,4,4,gradual disappearance of snow,Heat waves,,"1,2,4",1,1,0,1,0,0,0,0,0,0,,3,3,5,5,3,4,4,4,4,4,4,5,3,5,5,5,1,3,5,2,"1,3,5",,"1,5,6",3,3,3,3,3,3,3,3,1,1,5,1,5,5,2,5,5,5,1,5,1,14,France,High income,2,,5,2,,5,
R_1QnDCbwh4j3xQNZ,FR,3,4,4,4,3,"Deleterious effects on fauna, flora",Migration,,"2,10,14",0,1,0,0,0,0,1,0,0,1,,3,4,5,3,4,4,3,2,2,2,3,4,4,5,3,4,2,5,3,4,"2,5,9",,"1,2,4",3,3,3,3,3,3,3,3,3,2,4,1,4,4,3,3,4,4,3,3,1,14,France,High income,2,,4,2,,5,
R_2rH0qHy7BfQrk9z,FR,4,5,5,5,4,Coastal erosion,Increase in temperature,Loss of biodiversity,"1,2,9",1,1,0,0,0,0,0,0,0,0,,5,4,5,4,5,5,4,4,4,4,3,4,3,5,2,4,1,5,5,5,"1,4,8",,"1,6,7",3,3,3,3,3,3,3,3,3,1,5,1,4,5,3,5,5,5,4,5,3,14,France,High income,NA,I am a marine biologist,3,1,,5,
R_25YC2IZFj8Bo0BH,FR,4,4,4,4,4,Extreme weather events,Drought,Loss of biodiversity,"1,2,4",1,1,0,1,0,0,0,0,0,0,,5,4,5,5,4,4,3,3,4,4,3,3,3,5,2,3,1,5,5,5,"1,8,10",,"1,6,7",3,3,3,3,3,3,3,3,1,1,5,1,5,5,1,NA,5,5,1,5,3,14,France,High income,3,,3,2,,4,
R_2zhBbgPU6hEgLod,FR,4,5,5,2,4,catastrophe,Resource scarcity,Species adaptation,"1,2,5",1,1,0,0,0,0,0,0,0,0,,4,4,5,4,5,4,4,3,4,3,4,5,4,5,2,5,2,3,4,4,"6,7,8",,"1,2,3",3,3,3,3,3,2,2,2,3,2,5,1,5,4,3,5,4,4,2,4,1,14,France,High income,2,,4,1,,5,
R_3EZmJz7TmyFWbw1,FR,4,5,5,2,3,Increased temperatures,Biomass reduction,Desertification,"1,2,4",1,1,0,1,0,0,0,0,0,0,,3,6,4,6,5,6,6,6,6,6,6,4,6,5,2,NA,1,5,NA,5,"2,5,9",,"3,5,6",3,3,3,3,3,3,3,3,1,NA,5,1,5,5,3,5,5,5,2,5,1,14,France,High income,2,,5,2,,3,
R_yscgyorbljpM87L,FR,4,5,5,4,3,Increased temperatures,"Air quality, CO2",Migrations,"2,3,8",0,1,1,0,0,0,0,0,0,0,,2,2,4,2,4,5,5,2,4,1,4,6,6,5,4,4,1,5,5,5,"1,5,8",,"1,4,6",3,3,3,3,NA,3,3,NA,2,1,5,1,4,3,2,4,5,5,2,4,2,14,France,High income,2,,5,2,,4,
R_3iIogE4id5DVggt,FR,4,4,4,3,3,Species extinctions ,,,"2,8,9",0,1,0,0,0,0,0,0,0,0,,4,3,5,5,4,4,4,4,4,6,4,3,6,4,NA,4,2,4,4,4,"6,7,9",,"1,2,4",3,NA,3,3,3,2,2,2,2,2,5,2,4,4,2,2,5,4,NA,NA,1,14,France,High income,NA,No incidence,5,2,,3,
R_1H19Dt17lJzUKZk,FR,3,4,4,4,4,Warm temperatures in the winter,,,"1,2,9",1,1,0,0,0,0,0,0,0,0,,4,1,4,3,4,3,2,3,6,6,5,6,6,5,4,4,1,5,5,5,"5,6,9",,"1,3,8",3,3,3,3,3,3,3,2,4,5,5,2,4,5,3,4,5,5,2,5,3,14,France,High income,2,,4,2,,3,
R_2pVjO2K3INqbJzz,FR,4,3,3,4,4,Flooding,Drought,Magnitude of the phenomena,"2,4,10",0,1,0,1,0,0,1,0,0,0,,6,6,3,4,4,4,5,1,4,6,6,6,2,5,5,4,2,4,5,4,"3,8,10",,"1,5,6",3,NA,3,3,2,3,2,2,3,2,4,1,4,4,1,3,5,4,1,4,1,14,France,High income,2,,5,2,,4,
R_2QflHOiMOtGwTsv,FR,3,5,5,4,2,Flooding,Heat waves,,"2,3,4",0,1,1,1,0,0,0,0,0,0,,4,5,5,4,3,3,3,4,3,6,4,5,6,5,NA,NA,NA,NA,4,4,"1,6,10",,"2,5,7",3,3,2,3,3,2,2,NA,3,3,3,3,NA,3,3,NA,3,3,3,3,1,14,France,High income,2,,5,1,,2,
R_1HpF4LNNeIyxjo3,FR,4,5,5,2,3,Disappearance of plant/animal species,"Flooding, catastrophic storms",Periods of drought,"1,2,10",1,1,0,0,0,0,1,0,0,0,,4,4,5,4,4,5,5,4,4,4,5,5,6,5,1,5,1,4,4,4,"5,7,8",,"1,6,7",3,3,3,3,3,3,3,3,2,1,5,1,4,5,3,3,5,5,2,4,1,14,France,High income,2,,5,1,,5,
R_2VO8ZleHCbfbeb8,FR,4,4,4,4,3,Flooding,Disappearance of marine flora and fauna,Disruption of ecosystems,"1,5,8",1,0,0,0,0,0,0,0,0,0,,4,2,4,2,4,2,3,3,4,2,4,3,6,4,2,4,1,4,4,3,"1,7,8",,"1,5,6",2,3,3,2,3,3,2,2,2,1,5,1,4,5,2,3,5,5,2,4,1,14,France,High income,2,,3,1,,5,
R_29smDZXxH62wGzu,FR,3,4,4,4,4,Uninhabitable areas,Lack of water,,"5,8,9",0,0,0,0,0,0,0,0,0,0,,4,3,3,5,4,4,3,2,4,2,3,3,1,5,2,4,1,5,5,4,"7,8,9",,"4,5,6",NA,NA,3,3,3,2,3,2,2,2,5,2,4,5,2,2,5,5,2,4,1,14,France,High income,2,,5,1,,5,
R_241Kgn8USE05CXP,FR,4,5,5,4,3,Violent storms,Sargassum,Agriculture,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,5,5,4,5,4,4,6,4,4,5,5,4,4,1,4,1,5,4,4,"6,8,10",,"1,5,6",3,3,3,3,3,2,3,3,1,1,5,1,5,5,4,4,5,5,2,4,1,14,France,High income,2,,4,1,,3,
R_1EgKcmP1WxPI0H8,FR,4,4,4,4,4,Air quality,Extreme weather events,Replacements of fossil fuels,"1,2,4",1,1,0,1,0,0,0,0,0,0,,5,6,5,5,6,6,5,6,6,5,6,6,6,5,NA,5,1,5,4,NA,"1,3,8",,"1,5,6",3,3,3,3,3,3,3,3,2,1,5,1,5,5,NA,NA,5,5,1,5,1,14,France,High income,2,,3,1,,3,
R_3fTtcbSab64PZ2H,FR,4,5,5,2,4,Drought,Increased sea level,Warming of the seas and the ocean,"1,2,3",1,1,1,0,0,0,0,0,0,0,,4,2,5,3,5,4,4,5,4,4,5,4,4,5,2,5,1,5,5,5,"2,3,5",,"1,4,6",3,3,3,2,3,3,2,2,1,1,5,1,5,5,1,5,5,5,1,5,1,14,France,High income,2,,4,2,,4,
R_0Bf4ryqfe9MBndT,FR,4,5,5,2,4,Rising temperatures and heat waves,Species disappearance,Intensive fishing,"2,5,14",0,1,0,0,0,0,0,0,0,1,,5,5,5,5,5,4,3,3,4,3,4,5,3,5,2,5,1,4,5,5,"5,7,8",,"1,5,8",3,3,3,2,3,2,2,1,2,5,5,2,5,5,2,4,5,5,1,5,1,14,France,High income,2,,2,2,,4,
R_3ISm7evleDvJP89,FR,4,4,4,3,4,Risk of very high temperatures,Disappearance of flora and fauna,Flooding,"1,2,4",1,1,0,1,0,0,0,0,0,0,,5,5,5,4,4,4,4,4,6,4,4,4,3,5,2,4,1,5,5,4,"2,3,8",,"1,3,8",NA,3,3,3,3,3,2,2,2,2,5,1,4,5,2,4,5,4,2,4,1,14,France,High income,2,,4,2,,4,
R_Q51zUQ5m6cTAj7z,FR,4,4,4,4,4,Tsunamis ,Global warming,Flooding,"1,2,4",1,1,0,1,0,0,0,0,0,0,,3,4,5,3,3,3,3,4,3,3,4,5,3,5,2,5,1,5,4,5,"5,6,8",,"4,5,6",3,3,3,3,3,2,2,3,2,1,5,1,5,5,3,5,5,5,2,5,3,14,France,High income,5,,3,2,,3,
R_1poFkNba8JXmVZR,FR,3,3,3,2,3,Sea level rise,Pollution,,"2,3,10",0,1,1,0,0,0,1,0,0,0,,4,2,5,4,5,3,3,3,6,6,6,4,5,3,2,4,2,3,3,4,"1,6,8",,"2,4,6",3,3,3,3,3,3,3,3,1,NA,5,2,5,4,1,4,5,5,2,5,1,14,France,High income,2,,3,1,,4,
R_2SqUxT8uzDvuGCg,FR,4,4,4,3,2,"Cyclone, flooding",Disappearance of animal species,,"1,2,11",1,1,0,0,0,0,0,1,0,0,,4,6,5,3,3,6,4,5,5,6,5,5,6,4,2,4,1,4,4,4,"5,8,10",,"2,3,8",3,3,3,3,3,3,3,3,2,1,4,2,4,3,2,2,4,4,4,4,1,14,France,High income,2,,3,1,,5,
R_1LUPsYr6ndGhj1i,FR,4,4,4,4,4,Sea level rise,Temperature rise,,"1,5,8",1,0,0,0,0,0,0,0,0,0,,2,2,5,5,5,3,3,2,1,3,4,5,4,5,NA,NA,1,5,4,NA,"1,6,10",,"1,4,6",3,3,3,3,3,3,3,3,2,2,5,1,4,3,NA,3,5,4,2,3,1,14,France,High income,2,,3,1,,4,
R_2Srw1G1eiZfAaAr,FR,4,5,5,4,3,Culture ,Temperature,Water,"2,3,13",0,1,1,0,0,0,0,0,0,0,,5,4,5,4,4,5,3,4,4,3,3,4,3,5,2,5,1,5,4,5,"1,6,7",,"2,4,5",3,3,3,3,3,3,3,3,2,2,5,1,5,3,1,5,5,5,1,4,2,14,France,High income,2,,5,1,,3,
R_PAHbc4aGBFapzEZ,FR,4,5,5,3,3,Land reduction,,,"2,13,14",0,1,0,0,0,0,0,0,0,1,,3,5,5,4,3,6,3,3,6,4,4,5,3,5,2,4,1,5,4,NA,"1,6,7",,"4,5,6",3,3,3,3,3,3,3,3,1,NA,5,NA,2,4,4,2,5,NA,3,NA,1,14,France,High income,2,,3,1,,3,
R_2wFiRwokXv0F0k9,FR,3,3,3,3,3,Erosion,Lack of water,Extreme weather events,"1,2,8",1,1,0,0,0,0,0,0,0,0,,2,6,6,3,6,3,6,6,3,3,6,6,6,4,4,4,NA,NA,NA,4,"1,7,10",,"1,4,5",2,2,3,3,3,2,2,2,2,1,5,2,4,1,2,NA,4,4,3,4,1,14,France,High income,2,,3,1,,4,
R_3dWAMu457JzRbj7,FR,4,4,4,2,3,Atmospheric pollution ,Loss of marine resourcces ,Species disappearance,"1,2,3",1,1,1,0,0,0,0,0,0,0,,5,5,5,4,5,4,4,3,3,4,4,5,5,5,1,5,1,5,5,4,"4,6,10",,"1,2,5",3,3,3,3,3,3,3,3,2,4,5,1,5,5,2,1,5,4,2,5,1,14,France,High income,2,,3,1,,4,
R_DkFtEky0B2RXrHz,ES-ES,4,5,5,5,4,Increase in extreme climatic phenomenons,Changes in species distribution ,Social and economic consequences ,"1,2,9",1,1,0,0,0,0,0,0,0,0,,4,5,5,4,4,4,5,4,4,4,4,4,4,5,2,4,1,5,5,4,"7,8,10",,"3,5,6",2,3,3,3,3,3,2,2,3,2,4,1,5,4,2,4,4,5,1,5,2,14,France,High income,3,,3,1,,5,
R_2qsZaKfz8goNDPs,EN-GB,4,4,4,4,4,Sea level rise,Increasing temperatures,Precipitation changes,"2,4,6",0,1,0,1,1,0,0,0,0,0,,4,3,3,5,5,4,4,3,5,3,3,4,3,5,2,4,1,5,5,5,"1,6,8",,"5,6,7",2,3,3,3,3,3,3,3,2,2,5,2,4,4,2,4,5,5,1,5,2,16,Germany,High income,3,,3,1,,5,
R_2Wxky12WYIC7E5A,EN-GB,4,4,4,5,4,Droughts harming natural environment,Heat waves affect health of vulnerable,Local food supply security,"2,5,9",0,1,0,0,0,0,0,0,0,0,,4,2,3,3,4,2,2,3,2,2,3,3,2,5,3,4,1,5,5,5,"5,7,8",,"1,6,7",3,3,3,3,3,2,2,2,3,2,5,1,5,5,2,5,5,5,2,5,2,16,Germany,High income,3,,4,2,,4,
R_126fs8VbUOOYfqL,EN-GB,4,4,4,5,4,Floods,Draught,Fires,"2,3,4",0,1,1,1,0,0,0,0,0,0,,3,2,2,2,4,2,2,2,3,3,3,3,3,5,3,4,1,5,5,5,"1,6,10",,"2,4,6",3,3,3,3,3,3,3,3,2,2,5,1,5,5,1,5,5,5,1,5,3,16,Germany,High income,3,,3,2,,5,
R_27EjOT4uog3TUhs,EN-GB,4,4,4,5,4,Desynchronization of natural processes,Droughts,Floods,"2,4,8",0,1,0,1,0,0,0,0,0,0,,4,3,3,3,5,2,2,1,5,4,4,3,3,5,2,4,1,5,5,5,"1,7,10",,"1,4,7",NA,3,3,2,3,2,NA,2,3,1,5,1,4,5,2,NA,5,5,2,5,2,16,Germany,High income,3,,3,2,,5,
R_ePMLJsShpx6kD1T,EN-GB,4,4,4,4,4,Temperature rise no real seasons anymore,Severe weather conditions eg. Storm,High water,"2,8,11",0,1,0,0,0,0,0,1,0,0,,4,6,4,6,4,4,3,4,4,6,3,3,3,5,3,4,2,4,5,5,"5,6,10",,"1,4,6",3,3,3,3,3,3,3,3,3,2,5,2,4,4,3,4,4,4,1,4,1,16,Germany,High income,2,,4,1,,2,
R_1MVX4HQMVR5vAUv,EN-GB,4,4,4,4,4,Weather extrems,Scarce drinking water,Aggression from other parts of the world,"2,4,6",0,1,0,1,1,0,0,0,0,0,,5,3,4,5,3,3,3,2,3,4,3,4,4,5,2,4,1,4,4,4,"1,7,8",,"1,6,7",3,3,3,3,3,3,3,3,3,1,5,1,5,4,2,3,5,4,2,4,2,16,Germany,High income,3,,3,1,,4,
R_2fJT6ls21ZjbfcU,EN-GB,4,4,4,4,4,Climate refugees,Extreme weather,,"4,8,10",0,0,0,1,0,0,1,0,0,0,,5,2,1,4,3,3,3,2,2,4,2,2,3,5,2,3,1,2,2,5,"3,6,8",,"1,6,7",3,3,3,2,3,1,2,1,2,2,5,1,NA,5,4,4,5,4,1,3,2,16,Germany,High income,2,,3,2,,5,
R_0IX3DWvv9kRbEDD,EN-GB,4,5,5,5,4,Failing agriculture in my country/others,Migration+consequent racism,Dying forests,"4,5,9",0,0,0,1,0,0,0,0,0,0,,5,4,3,3,5,3,2,2,3,3,3,5,3,5,3,5,1,3,4,5,"3,5,9",,"4,6,7",3,3,3,3,3,3,3,3,1,4,5,1,4,5,1,5,5,5,1,4,2,16,Germany,High income,NA,Student Marine Science/Geography,3,1,,4,
R_1EZGX4Cxmg3lUDa,EN-GB,3,4,4,2,3,Better climate solution for household,Cheap meat ,Bad Infrastructur for Public traffic,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,5,4,3,5,4,3,6,6,4,4,4,3,4,2,4,2,5,5,4,"4,5,6",,"1,4,6",3,3,3,3,NA,2,2,3,2,4,5,3,4,5,2,2,5,4,3,3,1,16,Germany,High income,2,,3,1,,4,
R_DCTdQ5rTjJA3g5P,EN-GB,4,4,4,4,4,Water scarcity,Heat,Storms,"1,2,6",1,1,0,0,1,0,0,0,0,0,,4,3,3,4,4,2,4,2,3,3,3,4,4,4,2,4,2,5,5,4,"3,6,8",,"1,2,6",3,3,3,3,3,3,3,3,2,2,4,2,4,4,2,4,4,4,2,4,1,16,Germany,High income,2,,5,1,,5,
R_2dSe3ZtJa7MCQJt,EN-GB,4,5,5,5,4,Rising temperatures,Droughts,Sea level rise,"2,4,6",0,1,0,1,1,0,0,0,0,0,,3,3,4,4,4,4,4,6,6,6,6,6,6,4,2,4,2,5,5,5,"2,6,9",,"5,6,7",3,3,3,3,3,2,2,2,2,2,5,1,4,4,3,4,4,4,1,4,2,16,Germany,High income,2,,2,1,,4,
R_2UW3VCCNTp5jrg2,EN-GB,4,4,4,4,4,Temperature rise,Extreme weather events ,Injustice,"2,4,9",0,1,0,1,0,0,0,0,0,0,,4,2,3,2,5,4,4,6,3,6,6,3,2,4,2,5,1,5,5,4,"2,6,8",,"1,6,7",3,3,3,3,2,2,2,2,2,2,5,1,4,4,1,5,5,3,2,4,2,16,Germany,High income,2,,3,1,,4,
R_3m1VgyrA2tSTGlT,EN-GB,4,4,4,3,3,Drought/famine,Polution,Natural disasters,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,4,4,3,4,6,5,6,6,6,4,4,5,5,1,3,1,5,5,4,"5,7,10",,"1,2,7",3,3,3,3,3,1,1,1,5,1,5,1,5,1,3,4,3,4,NA,4,1,16,Germany,High income,2,,2,1,,3,
R_3COT6yZMuqLF7WL,ES-ES,4,4,4,4,4,The contaminated air we breathe ,One day there will be no more trees ,catastrophes derived from imbalance,"1,2,3",1,1,1,0,0,0,0,0,0,0,,5,3,4,2,4,5,5,4,3,2,2,4,2,5,2,4,3,3,3,5,"4,7,8",,"2,4,7",2,2,3,3,3,3,2,2,3,2,5,1,5,3,3,3,4,5,2,5,1,16,Germany,High income,2,,5,1,,3,
R_2c5x7zv1qhvUKyT,EN-GB,4,2,2,4,4,Flooding,High temperatures,High winds,"1,2,11",1,1,0,0,0,0,0,1,0,0,,5,4,5,2,4,4,3,3,4,3,3,4,4,5,2,4,2,4,5,5,"1,6,10",,"1,6,8",3,3,3,3,3,3,2,2,3,2,5,2,4,4,3,4,5,4,2,4,2,17,Ghana,Lower middle income,3,,4,2,,5,
R_1o7K00WSohLJ5GQ,EN-GB,4,4,4,4,4,Sea level,Droughts,Floods,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,3,5,5,5,4,5,4,4,5,5,3,2,5,2,3,2,5,5,5,"1,2,6",,"1,6,7",3,2,3,3,3,1,1,1,2,2,5,2,4,3,1,4,5,4,2,3,2,18,Greece,High income,5,,3,2,,4,
R_2tzIV11wFVBvQ7V,FR,4,3,3,4,3,Rise in sea level,Warming,Coastal flooding,"1,5,8",1,0,0,0,0,0,0,0,0,0,,4,1,3,2,2,3,3,2,1,1,2,1,1,5,2,1,2,5,2,2,"1,6,10",,"3,5,7",3,3,3,3,3,2,2,2,1,5,4,3,5,4,1,3,4,5,3,5,3,19,Guinea,Lower middle income,2,,5,2,,4,
R_1ikCmQdpTU5t58A,FR,4,3,3,5,4,Coastal area,Global warming,,"1,5,8",1,0,0,0,0,0,0,0,0,0,,3,3,4,3,3,3,3,3,2,2,3,3,3,5,1,4,1,5,5,5,"1,5,6",,"1,4,5",3,3,3,3,3,3,3,3,2,5,5,1,5,5,1,5,5,5,1,5,2,19,Guinea,Lower middle income,3,,4,2,,3,
R_12PyHTwe5HziR6c,EN-GB,4,4,4,4,4,Flooding (Low Elevation Coastline),Drought Conditions Increase ,Food Insecurity,"1,5,8",1,0,0,0,0,0,0,0,0,0,,5,4,5,4,5,5,1,2,5,5,3,5,4,5,2,4,3,4,4,5,"1,7,10",,"1,4,6",3,3,3,3,3,2,2,3,2,2,5,1,5,5,1,3,5,5,4,5,2,20,Guyana,Lower middle income,3,,3,1,,4,
R_3D28aMIspq0tjdF,EN-GB,4,4,4,4,4,Coastal Erosion and Flooding,Biodiversity loss/change,Pandemics,"2,8,9",0,1,0,0,0,0,0,0,0,0,,3,3,3,2,4,4,4,4,5,4,4,3,3,5,3,3,2,3,4,4,"1,3,10",,"1,5,6",2,3,3,3,3,3,3,2,2,2,5,1,5,5,3,4,5,5,3,5,3,21,Ireland,High income,NA,Maritime Navigational Safety,NA,1,,4,
R_aWrytOO90by5c0F,EN-GB,4,4,4,3,4,Amoc shutdown ,Food shortages,Fascism in response to climate migration,"1,6,8",1,0,0,0,1,0,0,0,0,0,,5,6,4,2,4,3,4,6,4,6,3,3,2,5,2,3,1,2,NA,4,"4,6,9",,"1,6,7",3,3,3,3,3,2,2,2,1,2,5,2,4,4,2,4,5,4,1,4,2,21,Ireland,High income,2,,4,NA,Agender,5,
R_2rIRHBoS50usB4V,EN-GB,4,4,4,3,3,Water levels rising ,Fuel for heat,Transport ,"2,11,13",0,1,0,0,0,0,0,1,0,0,,4,3,4,2,3,3,3,4,4,2,3,4,2,3,2,4,2,3,3,4,"3,8,10",,"1,6,8",3,3,3,2,3,3,2,2,3,3,4,3,3,4,2,4,5,4,2,4,1,21,Ireland,High income,2,,5,1,,3,
R_ZfyjtIGdsGCBhQt,EN-GB,4,4,4,4,4,Loss of biodiversity,Frequent and more severe flooding,Increase of zoonotic diseases,"3,6,8",0,0,1,0,1,0,0,0,0,0,,5,6,5,4,5,4,2,3,5,4,5,5,4,5,2,4,1,5,5,5,"7,8,9",,"1,5,6",3,3,3,3,3,3,3,3,1,1,5,1,5,5,1,5,5,5,2,5,2,21,Ireland,High income,2,,2,1,,4,
R_2Y5s5oVR22PCikB,EN-GB,4,5,5,4,4,Future of the planet,Biodiversity,Abnormal weather,"3,6,8",0,0,1,0,1,0,0,0,0,0,,5,5,5,5,5,4,4,5,5,5,5,5,6,5,1,4,1,5,5,5,"5,7,9",,"1,3,6",3,3,3,3,3,3,3,3,1,2,5,1,5,5,1,5,5,5,1,5,2,21,Ireland,High income,2,,4,2,,2,
R_3rJx6O9LTefpd2x,EN-GB,4,4,4,4,4,Food security,Disease,Loss of biodiversity,"1,8,9",1,0,0,0,0,0,0,0,0,0,,5,5,5,4,5,4,3,3,5,5,4,4,4,5,1,4,1,5,4,5,"3,5,11",I would say all the above,"1,5,6",2,2,2,2,2,2,2,2,2,2,5,2,4,3,2,4,5,4,2,4,2,21,Ireland,High income,3,,4,2,,3,
R_31L5aeUaUE1Ev1N,EN-GB,4,5,5,5,4,Flooding,Drought,Coastal erosion,"1,8,14",1,0,0,0,0,0,0,0,0,1,,5,4,5,4,5,4,4,3,5,5,3,5,3,5,2,5,1,5,5,5,"1,8,9",,"1,3,5",3,3,3,3,3,3,3,3,1,1,5,1,5,5,1,5,5,5,1,5,2,21,Ireland,High income,2,,4,2,,NA,Third level diploma
R_29mfPUOIyb2U1Gs,EN-GB,4,4,4,3,4,The impact on coastal communities,Impact on native flora and fauna,,"3,8,14",0,0,1,0,0,0,0,0,0,1,,5,3,5,4,5,3,2,2,4,2,3,3,2,5,2,4,1,5,5,3,"1,6,8",,"1,6,7",3,3,3,3,3,3,3,3,2,1,5,1,5,5,1,4,5,5,2,4,1,21,Ireland,High income,2,,5,1,,4,
R_pgdEMSqXLxkJyNj,EN-GB,4,1,1,5,3,Housing,Food supply,Toxic effects on land,"1,5,6",1,0,0,0,1,0,0,0,0,0,,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,4,4,"5,6,7",,"1,5,7",2,2,2,2,2,2,2,2,2,2,2,2,5,4,3,5,4,4,2,4,3,21,Ireland,High income,NA,Coastal living. Sea is 50m from front door ,5,1,,3,
R_30uzU5bdszbYwlZ,EN-GB,4,5,5,5,4,Increased extreme weather events,Increased flooding and it's severity,Rising temperatures and its impacts,"2,4,5",0,1,0,1,0,0,0,0,0,0,,4,6,5,4,5,3,3,3,5,3,4,5,3,5,2,4,1,5,5,5,"1,8,10",,"1,2,6",3,3,3,2,3,3,3,3,3,2,5,1,5,5,3,5,5,5,1,5,3,21,Ireland,High income,2,,2,1,,4,
R_3RxPlYn2KXsCAJO,EN-GB,4,5,5,4,4,Loss of biodiversity ,Flooding ,Impact on poorest ,"3,8,13",0,0,1,0,0,0,0,0,0,0,,5,5,5,4,5,4,4,5,5,5,5,5,4,5,1,5,1,4,5,5,"6,8,9",,"1,3,5",3,3,3,3,3,2,2,3,1,NA,5,1,5,5,2,4,5,5,1,5,1,21,Ireland,High income,2,,5,1,,4,
R_3dSTy0uRlYEJ2Pq,EN-GB,4,4,4,4,4,Flooding,Storms,Civil unrest,"1,2,10",1,1,0,0,0,0,1,0,0,0,,4,3,5,2,5,2,2,3,4,3,3,3,2,5,4,4,1,3,4,4,"1,6,10",,"2,6,7",3,3,3,2,3,3,2,2,2,2,5,1,3,4,2,5,5,4,1,4,1,21,Ireland,High income,2,,5,2,,2,
